Protocol,Packet Length,Packet Type,Traffic Type,Malware Indicators,Anomaly Scores,Alerts/Warnings,Attack Type,Attack Signature,Action Taken,Severity Level,Network Segment,IDS/IPS Alerts,anomaly
0,364,1,0,1,13.41,1,1,0,2,0,0,1,1
2,1246,1,1,0,12.3,1,2,0,2,0,1,1,1
1,674,1,1,0,98.82,1,2,1,1,2,2,1,1
1,621,0,1,0,10.38,0,0,0,1,0,0,0,1
2,1282,0,2,1,11.56,1,1,0,2,0,1,1,1
1,888,1,0,1,17.9,1,0,1,0,2,2,1,1
0,1261,0,0,0,24.84,1,2,0,2,2,1,1,1
1,1179,1,0,0,21.01,0,1,0,2,2,1,0,1
0,1082,0,1,1,76.05,0,1,0,0,2,0,1,1
2,884,0,1,0,42.42,0,1,1,1,0,0,0,1
1,784,1,2,0,21.37,1,1,1,0,0,1,1,1
0,268,1,1,1,96.59,1,2,1,2,1,2,1,1
2,243,0,2,0,78.24,1,1,0,0,0,1,1,1
0,1383,1,2,1,77.48,0,0,0,0,1,2,0,1
1,616,0,0,1,47.48,1,1,1,1,1,2,1,1
2,1335,0,0,0,96.0,1,0,0,1,1,1,0,1
1,1150,0,2,0,99.33,1,1,0,2,1,2,0,1
0,1307,1,0,0,10.14,1,2,1,2,2,2,0,-1
0,1279,0,0,1,31.15,1,1,1,2,0,1,1,1
0,1318,0,2,0,34.4,0,1,1,1,1,1,0,1
0,203,0,1,0,29.94,1,0,1,1,2,1,1,1
2,192,1,1,1,10.0,1,1,0,1,0,0,0,1
1,477,0,2,0,8.51,1,1,1,2,2,0,0,1
0,888,0,2,1,16.98,0,2,1,0,1,0,1,1
1,988,1,0,0,4.88,0,0,1,1,0,1,1,1
1,598,0,2,0,33.9,0,0,1,1,0,0,1,1
2,743,1,2,1,93.94,0,0,0,2,0,1,1,1
1,268,0,1,1,51.8,0,0,0,2,0,1,0,1
1,92,0,1,1,45.77,0,1,1,2,2,1,1,1
1,559,1,1,1,45.58,0,2,0,2,2,0,1,1
1,157,0,0,0,5.58,0,0,1,0,2,0,1,-1
1,432,0,0,1,47.69,1,1,0,1,1,1,0,1
2,1086,0,0,1,33.37,0,0,0,1,2,1,0,1
2,993,0,0,0,53.44,1,0,1,0,2,1,1,1
2,1116,0,2,1,81.15,1,0,1,2,0,1,0,1
2,838,1,0,1,79.12,0,2,1,1,2,2,1,1
2,625,0,0,0,24.88,0,2,1,0,2,0,0,1
0,687,0,0,1,94.67,1,0,0,1,0,1,1,1
2,704,0,0,1,78.95,1,0,1,2,1,2,0,1
0,785,0,1,0,56.94,1,0,0,1,2,1,0,1
2,1438,1,0,1,5.34,1,1,1,0,2,1,0,1
2,322,1,0,0,47.25,0,2,0,1,0,1,1,1
2,445,1,1,1,36.9,0,2,0,1,0,0,1,1
1,693,0,1,0,29.48,1,0,1,1,0,2,0,1
1,823,0,2,1,63.39,1,1,1,2,2,2,0,1
2,764,1,0,1,89.07,1,1,0,2,0,2,0,1
1,793,1,0,0,44.34,0,2,1,1,0,1,0,1
2,742,1,0,0,96.35,0,1,0,2,2,0,1,1
0,264,1,0,0,54.63,0,0,0,1,1,0,0,1
0,1301,1,1,1,87.56,1,2,0,1,2,2,1,1
1,1259,0,1,1,66.29,0,2,1,0,0,0,1,1
2,287,1,2,0,30.17,1,0,1,1,1,2,0,1
0,712,1,2,1,50.78,0,1,1,2,0,0,1,1
0,158,0,1,0,65.39,0,1,1,1,1,2,1,1
1,450,0,0,0,82.62,0,1,0,0,1,2,1,1
1,971,1,0,0,41.45,0,2,1,1,0,0,0,1
1,1325,1,2,1,64.6,1,1,0,2,1,0,1,1
1,1437,1,0,0,88.97,0,2,1,1,1,0,1,1
1,186,0,2,1,84.18,0,1,1,2,1,2,1,1
1,303,0,1,0,76.74,1,2,1,1,0,1,1,1
1,1150,0,2,0,1.09,0,1,0,0,1,1,0,1
2,1069,1,1,1,94.82,0,2,0,2,1,2,0,1
2,522,0,1,0,22.04,0,0,0,0,1,0,0,1
1,1308,1,0,1,97.29,1,0,1,0,1,0,1,1
1,592,1,0,0,58.38,0,1,0,0,1,1,1,1
0,1347,1,0,1,52.36,1,0,0,2,1,0,0,1
1,766,0,0,0,90.94,1,0,1,2,2,0,0,1
2,239,1,0,0,95.77,1,2,1,1,0,1,1,1
0,1489,1,1,1,70.67,0,1,1,1,2,0,1,1
1,515,1,2,0,11.94,0,0,1,2,1,1,0,1
2,1139,1,0,0,84.15,1,1,1,2,1,2,1,1
2,113,1,0,1,5.15,1,0,0,2,2,1,0,-1
1,1287,0,2,1,64.57,1,1,0,2,2,0,0,1
2,1177,1,2,1,37.18,1,2,1,1,1,2,0,1
1,936,0,1,1,63.18,1,2,0,2,2,1,1,1
2,383,0,2,1,99.97,0,1,0,2,1,2,1,1
0,281,1,1,0,35.73,0,1,0,0,0,0,0,1
0,1481,1,2,0,46.31,1,1,0,0,1,2,1,1
0,1397,1,1,1,65.47,1,1,1,1,1,1,1,1
2,788,1,2,1,1.9,1,2,1,0,1,1,0,1
0,223,1,0,1,0.84,1,2,1,1,1,0,0,1
2,759,0,2,0,75.86,0,1,1,2,0,1,1,1
1,969,0,1,0,58.73,1,2,1,1,0,2,1,1
1,279,0,2,1,66.11,0,1,1,0,1,0,0,1
2,454,0,1,1,34.67,0,0,0,0,1,1,1,1
2,1104,0,2,1,29.54,0,0,1,0,2,1,1,1
0,145,1,0,1,54.36,0,0,0,0,1,1,1,1
0,403,1,2,0,43.53,1,0,0,0,0,0,0,1
2,443,0,0,0,84.43,1,1,1,1,2,2,1,1
1,1092,1,1,0,45.51,0,0,1,2,0,1,0,1
0,708,0,0,0,58.34,0,1,1,1,1,0,1,1
1,1156,1,0,0,26.86,0,1,0,2,2,0,0,1
1,849,0,0,0,24.65,0,1,1,2,1,1,1,1
2,1074,1,0,1,16.03,1,2,0,2,2,1,1,1
1,976,1,0,0,73.17,1,0,1,0,1,2,0,1
0,112,1,2,1,39.47,1,0,0,0,2,1,1,-1
0,1086,0,2,0,50.83,0,2,0,1,0,1,1,1
1,346,0,2,1,64.95,0,0,0,2,0,2,0,1
1,381,1,1,0,29.81,0,1,0,0,2,1,0,1
2,771,1,2,1,90.18,1,2,0,1,2,1,1,1
2,1087,0,1,1,81.43,1,2,0,0,1,2,1,1
1,1075,0,2,0,13.85,0,2,1,2,2,2,1,1
1,182,0,2,0,62.86,0,0,1,2,1,1,0,1
0,1020,1,2,0,68.01,0,0,0,1,1,1,0,1
2,202,0,1,1,71.26,0,2,0,2,1,0,1,1
2,830,0,1,0,32.42,0,0,1,2,0,2,1,1
0,832,0,2,0,23.74,1,2,0,0,2,0,0,1
2,1048,0,2,0,18.43,0,2,0,2,0,0,1,-1
1,178,1,2,0,47.19,1,2,0,0,1,2,1,1
0,1242,1,2,0,68.7,0,1,0,0,2,1,0,1
1,973,1,1,0,64.44,0,1,1,0,0,2,0,1
1,1451,0,1,1,89.17,0,1,0,0,2,1,0,1
1,503,0,2,1,6.34,0,1,1,2,2,0,1,1
2,1008,0,2,0,6.88,1,0,0,0,1,0,1,1
2,886,0,0,0,53.16,0,1,0,1,2,0,0,1
0,650,1,0,0,5.86,0,0,0,0,1,2,1,1
1,857,1,1,1,44.39,0,2,0,0,0,1,1,1
0,385,1,0,0,69.45,1,2,1,0,2,1,0,1
1,161,1,2,0,66.14,1,0,1,1,0,2,0,1
2,1412,1,1,1,80.29,1,0,1,1,0,1,0,1
0,274,1,0,0,91.05,1,1,1,2,0,0,1,1
1,441,0,1,0,55.87,0,2,1,2,1,2,1,1
0,1149,1,0,1,29.49,1,1,0,0,1,2,1,1
2,1411,0,0,1,29.02,0,1,0,2,0,1,1,1
0,436,1,1,1,58.0,0,1,1,2,2,2,1,1
1,1031,1,0,1,74.62,1,2,1,0,0,0,1,1
0,163,1,1,0,69.68,1,2,0,1,1,2,0,1
0,1347,1,0,1,85.13,1,1,1,2,1,0,0,1
2,647,1,1,1,7.52,0,0,1,1,0,2,0,1
0,633,0,2,0,78.03,0,1,1,2,0,2,0,1
1,144,1,0,1,26.18,1,0,0,2,0,0,0,1
0,1248,0,1,1,58.56,0,1,0,0,1,1,1,1
0,384,1,2,0,4.44,0,0,0,1,2,0,1,-1
0,209,1,0,1,54.14,1,2,1,2,1,0,1,1
0,1372,0,2,1,67.14,1,1,0,0,1,0,1,1
1,102,1,0,1,76.8,1,2,1,2,0,0,1,1
1,647,0,1,1,71.58,0,1,1,2,2,0,0,1
2,637,0,1,1,89.81,0,1,1,1,2,0,1,1
2,1031,1,1,1,14.73,1,2,0,0,1,2,1,1
0,491,0,1,1,45.94,1,0,1,1,1,1,1,1
0,778,1,2,0,98.36,0,2,1,2,2,1,0,1
2,287,1,0,1,19.35,0,2,0,1,2,2,0,1
0,877,1,1,0,4.14,1,1,0,0,0,0,0,1
0,626,0,2,1,7.23,1,1,0,0,1,1,1,1
0,1366,1,0,0,51.06,0,0,1,0,0,1,1,1
2,1080,0,2,1,92.18,0,0,1,0,0,2,1,1
0,979,1,1,1,1.39,1,2,0,0,2,2,0,-1
2,1436,0,2,1,76.71,0,1,1,2,1,2,0,1
0,355,1,0,0,28.27,0,2,0,2,1,0,0,1
1,480,0,2,0,43.03,0,2,1,1,0,0,0,1
2,775,1,0,1,23.11,1,0,1,2,1,0,0,1
2,1359,0,2,1,57.64,0,2,1,1,1,1,1,1
2,968,1,0,1,61.39,0,1,0,0,1,1,0,1
2,747,1,1,1,2.12,1,0,0,1,2,0,1,1
0,691,1,1,0,42.67,0,1,0,0,1,0,0,1
1,1388,0,1,0,10.54,1,0,1,2,1,1,1,1
0,1189,1,2,1,13.74,1,1,0,0,1,0,0,1
1,1379,1,1,0,48.05,1,1,1,1,1,2,0,1
2,334,0,0,1,38.55,1,1,0,0,0,2,1,1
2,240,1,0,1,75.42,1,2,1,2,2,1,0,-1
0,581,1,1,0,84.1,0,0,1,1,1,2,0,1
0,1420,0,2,0,5.88,1,1,1,1,1,2,0,1
1,468,0,0,1,31.41,1,2,1,0,0,0,1,1
0,158,1,0,1,39.55,0,0,0,1,0,0,0,1
1,527,0,2,0,56.21,1,2,1,2,1,2,0,1
1,1300,0,1,1,87.23,1,2,0,0,1,2,1,1
0,931,1,1,1,47.8,1,1,0,2,2,1,0,1
2,780,0,2,0,64.81,0,1,0,0,1,0,0,1
1,1029,1,1,0,48.98,0,1,0,0,1,0,0,1
0,1273,0,0,1,21.37,0,2,1,0,2,1,1,1
0,1166,0,1,0,12.89,1,2,0,1,1,0,1,1
2,939,1,2,0,44.48,0,0,0,0,2,0,0,1
1,907,1,1,1,7.16,1,1,0,0,1,2,0,1
1,968,0,2,1,94.09,0,0,0,2,0,2,1,1
2,1182,1,2,1,14.64,1,2,0,2,0,2,0,-1
1,308,0,0,1,34.42,1,1,1,1,2,1,1,1
0,484,1,1,0,26.12,0,1,0,2,1,2,1,1
1,80,1,2,0,81.43,0,1,0,0,2,2,1,1
1,1159,1,0,0,76.13,0,0,0,2,0,1,1,1
1,493,1,1,0,20.91,1,2,1,0,1,0,1,1
0,278,0,0,1,69.79,1,2,1,2,0,1,0,1
0,66,1,0,0,47.94,0,1,0,0,2,0,1,-1
0,1175,1,2,1,48.81,0,2,0,1,0,1,1,1
1,350,0,2,0,83.6,0,0,1,1,1,1,1,1
2,1034,0,1,0,61.47,1,0,1,0,2,1,1,1
1,899,0,1,0,70.37,0,2,0,1,2,2,0,1
2,762,1,2,0,91.98,1,2,1,2,0,2,0,-1
1,1215,1,2,0,9.83,1,1,0,0,0,2,1,1
1,403,1,0,1,22.12,1,2,0,1,2,2,0,1
2,550,1,0,0,3.59,1,1,1,1,2,1,0,1
1,800,0,2,1,13.61,0,0,0,2,0,0,1,1
1,449,1,2,0,65.97,1,1,1,2,0,0,1,1
2,1039,1,2,0,75.55,1,1,0,2,0,1,1,1
0,812,0,0,1,18.68,0,0,0,1,1,0,1,1
2,1050,0,1,0,95.64,1,1,0,0,2,0,1,1
2,371,1,0,0,46.51,0,2,0,2,2,2,1,1
2,950,0,0,1,35.69,1,1,1,1,1,2,1,1
2,586,0,0,0,14.39,1,0,0,0,1,0,0,1
1,219,0,0,0,77.26,1,1,0,1,2,1,0,1
2,474,0,1,1,60.21,1,0,1,1,0,1,1,1
0,876,1,2,1,92.55,0,2,0,0,0,2,0,-1
0,323,1,1,1,74.23,0,1,0,2,0,0,1,1
2,909,0,2,1,14.34,1,0,0,0,0,1,1,1
2,682,1,0,0,55.11,1,0,0,2,1,1,1,1
0,1278,1,2,0,18.66,1,1,1,1,0,1,1,1
0,862,0,1,0,97.58,1,1,0,1,2,0,1,1
2,1279,1,0,0,39.59,1,2,0,0,0,0,1,1
1,1146,1,0,0,57.3,0,2,1,0,0,1,1,1
1,1179,0,2,1,79.12,1,0,0,2,0,1,1,1
1,757,1,1,0,90.07,1,0,1,1,1,1,1,1
1,228,1,1,0,5.04,1,1,0,1,1,2,0,1
2,1256,0,2,1,24.21,1,1,1,0,0,2,1,1
1,909,0,0,1,45.3,0,0,0,1,1,1,0,1
2,351,0,1,1,83.49,1,1,0,2,2,2,0,1
2,113,1,0,1,28.57,1,1,1,0,2,1,0,1
1,1058,1,0,1,2.38,0,1,0,0,2,0,0,1
0,77,0,0,1,46.38,0,0,0,2,1,2,0,1
2,665,1,1,1,8.39,0,2,0,2,0,1,1,1
1,65,1,2,1,0.15,1,2,1,2,0,1,0,-1
1,1080,1,0,1,84.23,0,1,0,0,0,1,0,1
1,1035,1,2,1,9.77,0,1,0,1,2,1,0,1
2,1472,1,2,0,9.32,1,1,1,1,1,2,1,-1
0,627,0,1,0,20.92,1,1,0,0,2,2,1,1
1,1131,0,2,0,45.81,1,1,0,2,2,1,1,1
2,863,0,0,0,80.35,1,1,1,0,2,0,0,1
1,432,0,2,0,94.48,0,2,0,0,1,0,0,1
0,119,1,2,1,65.17,0,2,0,0,2,0,1,-1
0,139,1,0,1,28.21,0,0,1,0,0,0,0,-1
1,247,1,2,1,40.07,0,1,1,2,0,0,1,1
2,355,1,2,0,87.35,0,2,0,1,2,2,1,1
1,921,1,2,0,60.65,0,1,0,1,2,0,0,1
1,846,1,0,1,36.87,0,1,0,2,0,0,0,1
2,569,0,1,1,12.42,1,1,0,1,2,2,0,1
1,538,1,2,0,7.58,1,2,1,0,0,2,0,1
0,1231,1,2,0,55.74,1,1,1,1,1,2,1,1
1,365,1,1,1,74.16,0,0,0,2,0,1,0,1
1,1032,0,0,1,92.29,0,2,1,0,1,1,1,1
1,603,1,2,1,5.75,0,0,1,2,1,2,1,1
2,1175,0,0,0,10.25,1,2,0,2,0,0,1,-1
1,1489,0,1,1,74.96,1,1,0,1,2,0,0,1
2,760,0,2,0,62.45,1,2,0,2,2,0,1,1
2,329,0,0,1,42.55,1,0,1,2,1,2,0,1
0,1152,0,0,0,67.55,0,2,1,1,0,1,1,1
1,519,1,2,0,51.96,0,2,0,0,0,1,0,1
2,593,0,0,0,20.12,1,2,1,1,1,0,1,1
1,384,0,1,0,6.21,1,0,0,1,2,0,1,1
1,259,1,2,0,73.14,0,2,1,2,2,2,1,1
2,645,0,0,1,27.74,0,0,1,2,1,1,0,1
0,983,0,2,1,1.19,1,2,0,2,2,2,1,-1
0,987,1,1,1,66.94,1,2,0,0,2,0,0,1
2,462,0,2,0,74.47,0,2,1,0,2,1,0,1
1,238,0,2,0,59.09,0,0,1,2,2,0,1,1
0,688,0,0,1,41.03,1,0,0,1,2,2,0,1
2,1468,1,0,1,17.93,0,1,1,1,2,1,0,1
1,1143,0,2,1,71.25,0,0,0,0,2,1,1,1
2,716,0,0,0,76.39,0,0,0,1,2,1,1,1
2,1082,0,1,0,59.04,0,0,1,2,1,1,0,1
1,123,0,1,1,37.7,1,1,1,1,1,0,0,1
2,1096,0,1,0,74.5,1,2,0,1,2,2,0,1
1,1277,1,0,0,95.47,0,1,0,0,0,0,1,1
1,1322,0,1,1,22.84,0,0,1,2,0,1,1,1
1,162,0,0,0,45.46,1,2,0,0,1,0,0,1
1,932,1,0,1,7.71,0,2,0,2,2,0,1,-1
1,403,0,1,0,46.12,1,0,1,2,1,2,0,1
1,113,1,1,0,42.22,1,1,0,1,1,0,0,1
2,1401,0,2,1,54.28,0,2,1,0,2,1,1,1
0,209,1,1,0,19.19,0,0,0,0,0,2,1,1
0,980,1,2,0,17.94,1,0,1,2,2,0,1,1
0,1313,0,0,1,80.29,0,2,1,2,0,0,0,-1
2,854,1,2,0,36.61,1,0,0,2,1,2,0,1
1,1145,0,2,1,59.13,1,2,0,2,2,0,1,1
0,1046,1,1,0,90.49,0,2,1,0,2,1,0,1
2,705,1,0,1,41.55,1,1,1,2,1,0,1,1
2,449,0,1,1,94.57,0,1,0,1,2,0,0,1
0,1141,1,1,1,25.08,1,1,1,2,2,0,1,1
2,128,0,2,0,68.9,0,0,1,2,1,2,1,1
1,1441,0,1,0,0.88,1,2,0,0,2,2,0,-1
1,979,1,2,0,57.27,1,2,1,2,1,1,1,1
0,587,0,0,1,99.32,0,0,1,2,2,0,1,-1
1,1046,1,0,0,92.22,1,2,0,1,0,1,0,1
2,205,1,0,1,70.95,1,0,0,2,2,2,0,-1
1,377,1,1,0,50.61,0,0,1,1,0,1,0,1
2,1101,0,0,0,79.95,1,2,0,2,1,2,1,1
1,1159,1,1,0,23.11,0,2,1,2,1,0,0,1
2,1300,0,1,0,83.27,1,2,0,1,2,1,1,1
1,887,1,0,1,45.05,1,1,1,2,0,1,1,1
0,736,1,2,0,17.57,1,1,1,1,1,1,0,1
2,857,0,2,0,91.99,0,2,1,0,1,1,1,1
0,168,1,1,0,44.72,0,2,0,1,1,0,1,1
0,533,1,1,1,16.85,0,2,0,0,1,0,1,1
1,785,0,2,0,53.94,1,0,0,2,0,2,1,1
2,691,1,2,0,86.76,0,2,0,0,1,2,1,1
2,1309,0,1,0,53.38,0,2,1,1,0,2,1,1
2,489,0,1,0,67.62,0,1,0,2,1,1,0,1
0,480,1,0,0,60.79,0,1,0,0,2,1,0,1
2,390,0,0,0,35.39,0,0,1,2,1,2,1,1
1,487,0,0,1,2.25,1,0,1,1,2,1,1,1
1,543,0,2,1,16.16,1,1,0,1,0,1,0,1
2,1351,1,0,0,27.18,1,0,1,0,1,2,1,1
2,598,0,0,0,75.73,1,2,0,2,2,0,0,1
0,890,0,2,1,62.13,1,1,1,2,0,0,0,1
2,1291,0,1,1,49.16,0,2,0,2,1,1,1,1
2,158,1,1,0,7.26,0,1,1,1,2,1,1,1
1,709,1,0,0,31.1,0,1,1,1,1,0,0,1
2,1347,1,2,1,74.45,1,2,1,0,0,2,0,-1
0,949,0,1,0,40.32,0,2,0,0,2,2,0,1
1,498,1,0,1,2.82,0,1,0,1,0,2,0,1
0,981,1,0,1,73.22,0,2,0,2,0,2,1,1
2,82,0,1,0,57.64,0,2,0,1,0,2,1,1
0,859,0,0,1,64.41,0,0,0,0,2,2,0,1
2,1048,1,0,1,96.05,1,0,0,1,2,0,0,1
2,502,1,2,0,14.39,1,1,1,1,2,0,1,1
1,400,0,0,0,99.5,1,1,1,2,0,0,0,1
2,1355,1,2,0,89.34,1,1,1,1,1,0,0,1
1,904,1,2,0,11.93,1,2,1,2,2,0,0,1
2,712,1,2,1,33.86,1,1,1,1,0,1,1,1
0,379,0,0,0,63.61,1,1,1,2,1,2,1,1
1,536,1,2,0,60.28,1,0,0,2,2,2,1,1
0,655,0,0,1,30.45,0,0,1,2,2,2,0,-1
2,248,1,0,1,83.04,1,2,0,0,2,1,1,1
2,1399,0,1,0,65.07,1,1,1,0,2,0,0,1
1,1448,0,2,1,67.27,0,2,1,0,1,0,1,1
1,1169,1,0,1,75.52,1,2,0,1,0,2,0,1
0,293,1,1,0,24.05,0,1,0,0,0,1,1,1
1,945,0,0,0,94.73,1,1,1,1,0,1,0,1
2,517,0,1,1,84.94,1,2,0,2,0,0,0,1
1,844,0,0,1,89.05,0,1,1,1,2,0,1,1
1,1468,0,0,0,15.48,0,2,1,0,0,2,0,-1
0,1303,1,2,1,5.27,1,0,0,1,1,1,0,1
0,390,0,1,1,86.25,1,2,0,1,1,0,1,1
0,628,0,0,0,48.0,1,0,0,2,0,2,0,1
2,801,1,1,0,95.22,0,1,1,1,2,2,1,1
2,221,1,2,0,42.55,1,0,0,1,2,1,0,1
2,1244,1,0,0,87.55,0,2,0,0,0,0,0,-1
0,210,1,2,0,3.1,1,0,0,1,0,0,0,-1
0,893,0,2,0,78.14,1,1,1,1,2,1,0,1
0,864,1,1,1,15.93,1,0,0,1,1,1,1,1
0,1010,1,2,0,59.97,0,0,0,0,1,1,0,1
1,700,0,1,0,65.73,1,1,1,2,0,0,0,1
1,1377,0,2,1,0.61,1,0,0,0,2,0,0,-1
2,961,0,2,0,96.73,0,0,1,1,2,2,0,1
1,738,0,1,0,13.23,1,2,1,1,1,0,0,1
1,320,0,2,0,71.56,0,0,0,1,1,0,1,1
0,1323,0,0,0,12.62,0,0,0,0,0,1,0,1
1,867,0,2,1,29.11,1,0,0,1,2,2,0,1
1,1218,0,0,1,43.21,1,1,0,0,0,0,1,1
1,309,0,0,1,14.2,0,1,0,1,2,0,1,1
2,684,1,1,1,49.49,1,1,0,0,0,1,0,1
0,1044,0,1,1,0.92,1,1,0,2,2,1,0,1
0,1434,0,1,0,32.64,1,1,0,1,2,0,0,1
0,87,1,1,0,20.65,0,2,0,1,1,1,0,1
1,1278,0,1,1,7.29,1,0,0,1,1,1,1,1
1,690,1,1,1,74.77,0,0,1,1,0,1,1,1
0,900,0,0,1,68.22,1,1,1,0,0,2,1,1
0,1119,1,1,0,37.68,1,2,1,1,2,0,1,1
0,493,1,1,1,63.63,1,2,1,0,1,2,0,1
0,1028,1,2,1,39.04,0,0,1,2,1,0,1,1
2,586,0,1,1,66.35,1,0,1,0,0,2,0,1
2,499,0,0,1,53.45,1,1,1,0,1,0,1,1
2,204,1,0,1,8.3,0,0,1,0,2,0,0,-1
1,741,1,2,1,45.97,0,1,1,0,0,2,0,1
2,970,1,0,0,21.28,1,2,1,1,2,2,0,1
0,71,1,1,0,86.25,0,1,1,1,0,1,0,1
1,817,0,2,1,41.65,1,2,0,2,0,1,0,1
1,431,1,2,0,15.22,0,2,1,0,2,2,1,1
2,521,0,0,1,12.07,1,2,1,1,1,1,0,1
0,286,1,1,1,71.0,0,2,0,2,1,1,1,1
2,135,0,2,0,56.46,1,2,0,1,2,1,0,1
2,1123,0,0,1,93.3,0,2,1,2,2,0,1,-1
1,1254,0,1,0,89.12,1,1,0,0,0,0,0,1
1,841,0,1,0,11.13,0,2,1,0,2,2,0,1
0,1271,0,0,0,41.61,1,0,0,2,1,1,0,1
1,654,1,1,0,42.78,0,0,0,2,2,1,1,1
1,199,1,1,0,63.48,0,0,0,0,0,1,0,1
1,582,0,1,0,9.98,1,0,0,0,1,0,0,1
2,72,1,1,0,7.47,0,0,1,1,0,1,1,-1
2,1306,1,0,1,17.9,0,2,1,0,2,1,1,1
0,1099,0,0,1,41.79,1,2,0,0,0,0,1,1
0,871,0,0,0,18.16,1,0,1,0,2,1,1,1
0,979,1,0,0,58.2,0,0,1,0,2,1,0,1
1,545,0,1,1,97.94,1,2,0,1,1,1,0,1
1,1466,0,0,0,6.94,0,1,1,0,0,2,1,-1
1,303,0,1,0,75.63,0,0,0,0,2,0,0,1
1,834,0,0,0,65.99,1,2,1,2,0,2,1,1
0,238,0,1,0,23.6,1,0,1,0,1,2,1,1
2,525,0,0,1,84.0,0,0,0,0,1,2,1,1
0,627,1,1,1,50.57,0,2,0,1,1,0,1,1
0,575,1,2,1,54.58,1,2,0,0,1,1,0,1
2,1311,0,0,0,71.44,0,2,0,1,2,1,0,1
2,650,0,2,0,75.44,1,1,1,1,1,1,1,1
1,133,0,1,0,84.52,0,0,1,0,0,1,0,1
0,578,0,1,1,99.07,1,1,0,2,2,2,0,1
2,1304,0,1,0,17.47,1,1,0,2,1,2,1,1
1,459,1,1,0,48.29,1,2,0,1,0,2,1,1
2,1455,1,1,1,13.94,0,0,0,2,2,1,0,-1
0,478,0,0,0,7.05,0,0,0,1,2,0,0,1
1,581,1,1,1,26.4,1,0,1,1,2,0,0,1
0,790,1,1,1,71.72,1,1,0,1,1,0,0,1
1,565,0,2,1,10.69,1,0,0,2,1,2,1,1
2,753,1,1,0,8.63,1,2,1,2,2,1,1,1
1,924,1,2,0,82.34,0,2,0,2,1,0,0,1
0,959,1,1,0,8.76,1,2,1,1,0,0,1,1
0,690,0,1,0,77.15,0,0,1,0,2,2,0,1
2,383,1,1,1,18.95,1,2,0,0,1,0,0,1
2,304,1,0,1,7.69,0,2,1,0,2,2,1,-1
0,1397,0,1,1,44.82,0,0,1,0,2,2,1,1
2,1209,0,1,0,28.91,1,2,1,0,2,0,0,1
1,1268,0,1,0,38.8,0,1,0,1,0,0,1,1
0,1187,0,1,0,41.45,1,1,0,0,2,2,0,1
0,348,0,1,0,22.4,0,0,0,2,1,2,1,1
2,1391,1,0,0,15.05,1,2,0,1,1,2,1,1
0,1318,0,1,1,61.48,0,2,1,1,1,2,0,1
2,627,1,0,1,25.23,1,2,1,0,0,1,0,1
2,458,1,0,1,70.24,0,1,1,0,2,1,1,1
2,64,1,2,1,45.59,1,1,0,1,1,2,0,1
2,1134,0,2,1,55.55,1,1,0,0,2,0,0,1
2,342,1,0,0,35.56,1,0,1,1,2,2,1,1
2,501,0,0,0,42.79,1,0,0,2,1,1,0,1
0,1181,1,0,1,43.79,1,0,0,0,1,1,0,1
1,1156,0,2,0,51.1,0,2,0,1,0,2,0,1
1,977,1,2,1,95.57,1,0,1,2,0,1,0,1
1,381,1,2,1,52.97,1,2,0,2,0,0,0,1
0,817,0,2,0,10.74,1,1,1,0,1,2,1,1
1,133,1,1,1,0.22,1,1,1,1,1,2,0,1
0,1448,0,2,0,69.72,0,2,1,1,0,0,0,1
2,898,1,2,0,23.76,0,2,0,1,0,2,0,1
0,993,1,2,0,34.86,0,1,1,1,1,1,0,1
2,1359,0,2,1,43.53,0,0,0,1,2,2,0,1
1,737,1,0,0,31.47,0,2,0,1,0,1,0,1
1,489,1,2,0,13.9,0,0,1,0,0,1,1,1
1,464,1,1,1,28.78,1,0,1,0,0,0,1,1
1,507,0,0,1,11.88,1,2,0,1,1,0,0,1
1,693,0,0,1,51.99,1,1,1,1,0,0,0,1
1,1362,1,0,0,23.48,0,2,1,0,1,2,1,1
0,78,0,0,1,30.14,1,2,1,0,0,2,0,-1
0,1289,1,1,1,47.82,1,2,0,1,0,1,1,1
0,471,0,1,1,46.87,0,1,0,0,0,1,0,1
1,1372,1,1,0,1.98,0,0,1,0,2,2,0,1
1,600,0,2,0,2.37,1,2,1,0,1,1,1,1
2,276,0,0,1,35.07,0,0,0,1,0,1,0,1
1,792,0,1,1,51.65,0,2,1,1,1,0,0,1
1,1437,0,0,1,80.19,0,2,1,1,2,0,0,1
2,468,1,0,1,38.4,0,2,1,2,0,0,1,1
2,1052,1,1,1,75.67,1,1,1,1,0,1,1,1
1,1180,0,1,1,64.31,1,2,1,1,2,1,1,1
1,1364,1,0,0,73.85,1,1,0,0,2,2,0,1
2,1111,0,0,1,6.75,0,1,0,2,2,2,1,1
1,517,0,0,1,84.4,1,0,0,0,1,1,0,1
1,826,0,0,0,51.22,0,2,0,1,2,1,0,1
2,230,0,1,0,79.69,0,1,1,1,0,0,1,1
1,762,1,0,1,85.92,0,2,1,1,1,2,1,1
1,1177,0,1,0,45.7,1,0,1,1,1,2,1,1
2,469,0,1,0,90.77,0,2,0,2,1,2,1,1
1,420,1,2,1,21.23,0,2,0,1,1,1,1,1
0,555,0,2,1,42.3,0,0,0,1,1,0,0,1
1,646,1,2,0,23.66,1,2,0,1,1,1,0,1
1,234,0,2,1,54.15,0,1,1,0,0,0,0,1
